area,name,taxable_income_million_yen,income_taxpayers,fiscal_year
14363,松田町,17072.0,5228.0,2022
14364,山北町,14056.0,4713.0,2022
14366,開成町,32402.0,8945.0,2022
14382,箱根町,17106.0,6100.0,2022
14383,真鶴町,9102.0,3090.0,2022
14384,湯河原町,33489.0,10991.0,2022
14401,愛川町,57613.0,19496.0,2022
14402,清川村,3985.0,1351.0,2022
15000,新潟県,3019943.0,1020122.0,2022
15100,新潟市,1184682.0,373124.0,2022
15101,北区,,,2022
15102,東区,,,2022
15103,中央区,,,2022
15104,江南区,,,2022
15105,秋葉区,,,2022
15106,南区,,,2022
15107,西区,,,2022
15108,西蒲区,,,2022
15202,長岡市,374919.0,125430.0,2022
15204,三条市,130594.0,44236.0,2022
15205,柏崎市,109579.0,37545.0,2022
15206,新発田市,123746.0,43868.0,2022
15208,小千谷市,43054.0,15561.0,2022
15209,加茂市,29309.0,11316.0,2022
15210,十日町市,56980.0,21804.0,2022
15211,見附市,49014.0,18284.0,2022
15212,村上市,63692.0,24675.0,2022
15213,燕市,110831.0,37910.0,2022
15216,糸魚川市,52870.0,18707.0,2022
15217,妙高市,38774.0,13780.0,2022
15218,五泉市,55437.0,21455.0,2022
15222,上越市,268913.0,88604.0,2022
15223,阿賀野市,48203.0,18423.0,2022
15224,佐渡市,52154.0,20244.0,2022
15225,魚沼市,40918.0,15577.0,2022
15226,南魚沼市,66954.0,24812.0,2022
15227,胎内市,33392.0,12360.0,2022
15307,聖籠町,17701.0,6450.0,2022
15342,弥彦村,9801.0,3638.0,2022
15361,田上町,13089.0,5046.0,2022
15385,阿賀町,9651.0,3891.0,2022
15405,出雲崎町,4370.0,1758.0,2022
15461,湯沢町,9791.0,3639.0,2022
15482,津南町,9616.0,3768.0,2022
15504,刈羽村,6072.0,2056.0,2022
15581,関川村,5541.0,2046.0,2022
15586,粟島浦村,297.0,115.0,2022
16000,富山県,1618312.0,517475.0,2022
16201,富山市,693118.0,206258.0,2022
16202,高岡市,253654.0,82394.0,2022
16204,魚津市,61630.0,20653.0,2022
16205,氷見市,58674.0,21466.0,2022
16206,滑川市,51722.0,16862.0,2022
16207,黒部市,64803.0,21413.0,2022
16208,砺波市,74055.0,24696.0,2022
16209,小矢部市,41454.0,14267.0,2022
16210,南砺市,64690.0,23665.0,2022
16211,射水市,138567.0,45143.0,2022
16321,舟橋村,5935.0,1716.0,2022
16322,上市町,26659.0,9509.0,2022
16323,立山町,35476.0,12342.0,2022
16342,入善町,33607.0,11945.0,2022
16343,朝日町,14269.0,5146.0,2022
17000,石川県,1757912.0,546448.0,2022
17201,金沢市,792464.0,223965.0,2022
17202,七尾市,63554.0,23099.0,2022
17203,小松市,166763.0,53523.0,2022
17204,輪島市,24536.0,9594.0,2022
17205,珠洲市,14203.0,5343.0,2022
17206,加賀市,90615.0,30660.0,2022
17207,羽咋市,25834.0,9381.0,2022
17209,かほく市,50278.0,17242.0,2022
17210,白山市,169813.0,55620.0,2022
17211,能美市,78779.0,24616.0,2022
17212,野々市市,90603.0,27470.0,2022
17324,川北町,9341.0,3029.0,2022
17361,津幡町,57040.0,18861.0,2022
17365,内灘町,39841.0,12863.0,2022
17384,志賀町,22609.0,8439.0,2022
17386,宝達志水町,15503.0,5666.0,2022
17407,中能登町,20489.0,7569.0,2022
17461,穴水町,8580.0,3117.0,2022
17463,能登町,17068.0,6391.0,2022
18000,福井県,1192732.0,378590.0,2022
18201,福井市,438873.0,129351.0,2022
18202,敦賀市,104375.0,31486.0,2022
18204,小浜市,40887.0,13535.0,2022
18205,大野市,42026.0,15013.0,2022
18206,勝山市,29381.0,10529.0,2022
18207,鯖江市,106142.0,35101.0,2022
18208,あわら市,39058.0,13556.0,2022
18209,越前市,126479.0,41143.0,2022
18210,坂井市,135135.0,44888.0,2022
18322,永平寺町,27512.0,9031.0,2022
18382,池田町,3001.0,1121.0,2022
18404,南越前町,13364.0,4787.0,2022
18423,越前町,28455.0,9907.0,2022
18442,美浜町,12979.0,4260.0,2022
18481,高浜町,15129.0,4676.0,2022
18483,おおい町,11501.0,3731.0,2022
18501,若狭町,18436.0,6475.0,2022
19000,山梨県,1232029.0,381338.0,2022
19201,甲府市,296680.0,86409.0,2022
19202,富士吉田市,71990.0,22609.0,2022
19204,都留市,42632.0,13425.0,2022
19205,山梨市,47128.0,15473.0,2022
19206,大月市,30299.0,10193.0,2022
19207,韮崎市,43159.0,13619.0,2022
19208,南アルプス市,104032.0,34133.0,2022
19209,北杜市,60994.0,20250.0,2022
19210,甲斐市,121548.0,36900.0,2022
19211,笛吹市,97801.0,32041.0,2022
19212,上野原市,31938.0,10581.0,2022
19213,甲州市,41569.0,13521.0,2022
19214,中央市,49162.0,15106.0,2022
19346,市川三郷町,18547.0,6586.0,2022
19364,早川町,1208.0,406.0,2022
19365,身延町,12170.0,4550.0,2022
19366,南部町,9145.0,3349.0,2022
19368,富士川町,19824.0,6651.0,2022
19384,昭和町,38658.0,10555.0,2022
19422,道志村,2431.0,794.0,2022
19423,西桂町,5437.0,1931.0,2022
19424,忍野村,26258.0,4970.0,2022
19425,山中湖村,10009.0,2705.0,2022
19429,鳴沢村,4908.0,1427.0,2022
19430,富士河口湖町,43089.0,12662.0,2022
19442,小菅村,847.0,285.0,2022
19443,丹波山村,564.0,207.0,2022
20000,長野県,3042378.0,963542.0,2022
20201,長野市,587997.0,177288.0,2022
20202,松本市,388598.0,112942.0,2022
20203,上田市,222623.0,72305.0,2022
20204,岡谷市,75106.0,23571.0,2022
20205,飯田市,140891.0,46495.0,2022
20206,諏訪市,80562.0,24152.0,2022
20207,須坂市,73648.0,23548.0,2022
20208,小諸市,55011.0,18888.0,2022
20209,伊那市,97932.0,31881.0,2022
20210,駒ヶ根市,48011.0,15481.0,2022
20211,中野市,61731.0,20224.0,2022
20212,大町市,32377.0,11657.0,2022
20213,飯山市,22526.0,8348.0,2022
20214,茅野市,87449.0,26392.0,2022
20215,塩尻市,102671.0,32462.0,2022
20217,佐久市,140747.0,45231.0,2022
20218,千曲市,82176.0,27761.0,2022
20219,東御市,40257.0,13614.0,2022
20220,安曇野市,138269.0,45451.0,2022
20303,小海町,5535.0,1933.0,2022
20304,川上村,6203.0,1924.0,2022
20305,南牧村,4117.0,1416.0,2022
20306,南相木村,1085.0,389.0,2022
20307,北相木村,781.0,252.0,2022
20309,佐久穂町,12718.0,4513.0,2022
20321,軽井沢町,48272.0,9917.0,2022
20323,御代田町,25304.0,7789.0,2022
20324,立科町,8302.0,2971.0,2022
20349,青木村,4961.0,1769.0,2022
20350,長和町,6464.0,2393.0,2022
20361,下諏訪町,29482.0,9117.0,2022
20362,富士見町,19792.0,6723.0,2022
20363,原村,11608.0,3546.0,2022
20382,辰野町,25917.0,8831.0,2022
20383,箕輪町,37481.0,12107.0,2022
20384,飯島町,11934.0,4238.0,2022
20385,南箕輪村,24139.0,7825.0,2022
20386,中川村,5992.0,2135.0,2022
20388,宮田村,13387.0,4265.0,2022
20402,松川町,16963.0,5858.0,2022
20403,高森町,17420.0,5888.0,2022
20404,阿南町,4446.0,1678.0,2022
20407,阿智村,6832.0,2604.0,2022
20409,平谷村,439.0,177.0,2022
20410,根羽村,989.0,363.0,2022
20411,下條村,4157.0,1557.0,2022
20412,売木村,445.0,180.0,2022
20413,天龍村,1127.0,446.0,2022
20414,泰阜村,1630.0,588.0,2022
20415,喬木村,7280.0,2606.0,2022
20416,豊丘村,8206.0,2984.0,2022
20417,大鹿村,792.0,307.0,2022
20422,上松町,5230.0,1826.0,2022
20423,南木曽町,4533.0,1638.0,2022
20425,木祖村,3166.0,1176.0,2022
20429,王滝村,896.0,326.0,2022
20430,大桑村,4654.0,1657.0,2022
20432,木曽町,13649.0,4883.0,2022
20446,麻績村,2765.0,1037.0,2022
20448,生坂村,1700.0,671.0,2022
20450,山形村,11889.0,4010.0,2022
20451,朝日村,5722.0,2053.0,2022
20452,筑北村,4515.0,1747.0,2022
20481,池田町,11882.0,4165.0,2022
20482,松川村,12682.0,4483.0,2022
20485,白馬村,10781.0,3544.0,2022
20486,小谷村,2846.0,1048.0,2022
20521,坂城町,20845.0,6680.0,2022
20541,小布施町,15992.0,5011.0,2022
20543,高山村,8921.0,3084.0,2022
20561,山ノ内町,12691.0,4961.0,2022
20562,木島平村,5147.0,1869.0,2022
20563,野沢温泉村,3512.0,1238.0,2022
20583,信濃町,8880.0,3292.0,2022
20588,小川村,2406.0,933.0,2022
20590,飯綱町,12872.0,4686.0,2022
20602,栄村,1420.0,544.0,2022
21000,岐阜県,3100464.0,945840.0,2022
21201,岐阜市,708331.0,189982.0,2022
21202,大垣市,262452.0,77082.0,2022
21203,高山市,122126.0,41355.0,2022
21204,多治見市,173430.0,52253.0,2022
21205,関市,128751.0,40710.0,2022
21206,中津川市,110326.0,36413.0,2022
21207,美濃市,28412.0,9158.0,2022
21208,瑞浪市,53353.0,17762.0,2022
21209,羽島市,104473.0,31306.0,2022
21210,恵那市,69635.0,22576.0,2022
21211,美濃加茂市,88005.0,28090.0,2022
21212,土岐市,80765.0,26752.0,2022
21213,各務原市,235087.0,69982.0,2022
21214,可児市,158860.0,49325.0,2022
21215,山県市,34668.0,11695.0,2022
21216,瑞穂市,89998.0,26869.0,2022
21217,飛騨市,30990.0,10785.0,2022
21218,本巣市,47387.0,15349.0,2022
21219,郡上市,52112.0,17761.0,2022
21220,下呂市,39429.0,14299.0,2022
21221,海津市,45907.0,15496.0,2022
21302,岐南町,44608.0,12980.0,2022
21303,笠松町,35194.0,10412.0,2022
21341,養老町,37668.0,12516.0,2022
21361,垂井町,38368.0,12461.0,2022
21362,関ケ原町,9199.0,3048.0,2022
21381,神戸町,26661.0,8767.0,2022
21382,輪之内町,13710.0,4575.0,2022
21383,安八町,20994.0,6790.0,2022
21401,揖斐川町,25741.0,8797.0,2022
21403,大野町,32357.0,10310.0,2022
21404,池田町,33387.0,10911.0,2022
21421,北方町,28998.0,8809.0,2022
21501,坂祝町,11547.0,3878.0,2022
21502,富加町,7930.0,2617.0,2022
21503,川辺町,13939.0,4671.0,2022
21504,七宗町,3982.0,1466.0,2022
21505,八百津町,13612.0,4604.0,2022
21506,白川町,8479.0,3197.0,2022
21507,東白川村,2455.0,909.0,2022
21521,御嵩町,24825.0,8363.0,2022
21604,白川村,2315.0,759.0,2022
22000,静岡県,5959490.0,1802472.0,2022
22100,静岡市,1176978.0,338593.0,2022
22101,葵区,,,2022
22102,駿河区,,,2022
22103,清水区,,,2022
22130,浜松市,1346150.0,391127.0,2022
22131,中区,,,2022
22132,東区,,,2022
22133,西区,,,2022
22134,南区,,,2022
22135,北区,,,2022
22136,浜北区,,,2022
22137,天竜区,,,2022
22203,沼津市,308979.0,93478.0,2022
22205,熱海市,57509.0,16275.0,2022
22206,三島市,189776.0,52939.0,2022
22207,富士宮市,201321.0,64706.0,2022
22208,伊東市,82125.0,29597.0,2022
22209,島田市,145236.0,47462.0,2022
22210,富士市,420793.0,125893.0,2022
22211,磐田市,267699.0,84792.0,2022
22212,焼津市,212044.0,68247.0,2022
22213,掛川市,189928.0,58938.0,2022
22214,藤枝市,228312.0,70052.0,2022
22215,御殿場市,151477.0,46289.0,2022
22216,袋井市,139137.0,44350.0,2022
22219,下田市,25282.0,9015.0,2022
22220,裾野市,85455.0,25430.0,2022
22221,湖西市,98925.0,30006.0,2022
22222,伊豆市,35829.0,13370.0,2022
22223,御前崎市,47098.0,15953.0,2022
22224,菊川市,73433.0,24422.0,2022
22225,伊豆の国市,68841.0,22704.0,2022
22226,牧之原市,62251.0,21589.0,2022
22301,東伊豆町,12696.0,5018.0,2022
22302,河津町,7795.0,2858.0,2022
22304,南伊豆町,7564.0,3028.0,2022
22305,松崎町,6047.0,2363.0,2022
22306,西伊豆町,7154.0,2824.0,2022
22325,函南町,55334.0,17874.0,2022
22341,清水町,54761.0,15954.0,2022
22342,長泉町,87000.0,21654.0,2022
22344,小山町,29254.0,9229.0,2022
22424,吉田町,45932.0,15372.0,2022
22429,川根本町,7033.0,2704.0,2022
22461,森町,24343.0,8367.0,2022
23000,愛知県,14297037.0,3744547.0,2022
23100,名古屋市,4901686.0,1150906.0,2022
23101,千種区,,,2022
23102,東区,,,2022
23103,北区,,,2022
23104,西区,,,2022
23105,中村区,,,2022
23106,中区,,,2022
23107,昭和区,,,2022
23108,瑞穂区,,,2022
23109,熱田区,,,2022
23110,中川区,,,2022
23111,港区,,,2022
23112,南区,,,2022
23113,守山区,,,2022
23114,緑区,,,2022
23115,名東区,,,2022
23116,天白区,,,2022
23201,豊橋市,632777.0,180735.0,2022
23202,岡崎市,727095.0,193921.0,2022
23203,一宮市,625427.0,179346.0,2022
23204,瀬戸市,211579.0,61551.0,2022
23205,半田市,214880.0,59328.0,2022
23206,春日井市,550658.0,152266.0,2022
23207,豊川市,304014.0,91432.0,2022
23208,津島市,97186.0,29336.0,2022
23209,碧南市,131936.0,37288.0,2022
23210,刈谷市,330594.0,81058.0,2022
23211,豊田市,841915.0,219117.0,2022
23212,安城市,389809.0,97099.0,2022
23213,西尾市,302872.0,85067.0,2022
23214,蒲郡市,128068.0,38231.0,2022
23215,犬山市,119015.0,35601.0,2022
23216,常滑市,94749.0,28432.0,2022
23217,江南市,164084.0,47212.0,2022
23219,小牧市,269562.0,77071.0,2022
23220,稲沢市,226363.0,65624.0,2022
23221,新城市,63658.0,21361.0,2022
23222,東海市,213326.0,58392.0,2022
23223,大府市,184526.0,46701.0,2022
23224,知多市,144707.0,41509.0,2022
23225,知立市,143997.0,38328.0,2022
23226,尾張旭市,153714.0,40842.0,2022
23227,高浜市,88751.0,25484.0,2022
23228,岩倉市,83618.0,24259.0,2022
23229,豊明市,126039.0,34557.0,2022
23230,日進市,200268.0,46132.0,2022
23231,田原市,98853.0,29752.0,2022
23232,愛西市,94077.0,29041.0,2022
23233,清須市,122080.0,34469.0,2022
23234,北名古屋市,152252.0,42661.0,2022
23235,弥富市,75147.0,21880.0,2022
23236,みよし市,131013.0,30927.0,2022
23237,あま市,142736.0,41765.0,2022
23238,長久手市,134441.0,29745.0,2022
23302,東郷町,79815.0,21071.0,2022
23342,豊山町,27221.0,7919.0,2022
23361,大口町,42601.0,12129.0,2022
23362,扶桑町,58591.0,17130.0,2022
23424,大治町,52358.0,15769.0,2022
23425,蟹江町,64329.0,18886.0,2022
23427,飛島村,8244.0,2232.0,2022
23441,阿久比町,46733.0,13283.0,2022
23442,東浦町,88080.0,24623.0,2022
23445,南知多町,22688.0,7053.0,2022
23446,美浜町,31891.0,10113.0,2022
23447,武豊町,70355.0,21155.0,2022
23501,幸田町,76590.0,21191.0,2022
23561,設楽町,5573.0,1940.0,2022
23562,東栄町,3264.0,1200.0,2022
23563,豊根村,1235.0,427.0,2022
24000,三重県,2814957.0,843682.0,2022
24201,津市,447044.0,130408.0,2022
24202,四日市市,561892.0,154687.0,2022
24203,伊勢市,179461.0,56426.0,2022
24204,松阪市,236449.0,73393.0,2022
24205,桑名市,258478.0,68503.0,2022
24207,鈴鹿市,326290.0,96707.0,2022
24208,名張市,108367.0,35176.0,2022
24209,尾鷲市,20210.0,6861.0,2022
24210,亀山市,76376.0,23779.0,2022
24211,鳥羽市,19000.0,7260.0,2022
24212,熊野市,17054.0,6167.0,2022
24214,いなべ市,72554.0,22781.0,2022
24215,志摩市,52419.0,19527.0,2022
24216,伊賀市,125370.0,41969.0,2022
24303,木曽岬町,8602.0,2962.0,2022
24324,東員町,40245.0,12343.0,2022
24341,菰野町,68482.0,20005.0,2022
24343,朝日町,21061.0,5268.0,2022
24344,川越町,27388.0,8118.0,2022
24441,多気町,17920.0,6077.0,2022
24442,明和町,31901.0,10477.0,2022
24443,大台町,10112.0,3595.0,2022
24461,玉城町,20833.0,6975.0,2022
24470,度会町,10123.0,3561.0,2022
24471,大紀町,8201.0,3022.0,2022
24472,南伊勢町,11733.0,4213.0,2022
24543,紀北町,15909.0,5831.0,2022
24561,御浜町,9596.0,3304.0,2022
24562,紀宝町,11888.0,4287.0,2022
25000,滋賀県,2306249.0,667413.0,2022
25201,大津市,612868.0,159010.0,2022
25202,彦根市,175843.0,53557.0,2022
25203,長浜市,167572.0,54294.0,2022
25204,近江八幡市,125732.0,38527.0,2022
25206,草津市,256370.0,66565.0,2022
25207,守山市,146498.0,39927.0,2022
25208,栗東市,127309.0,34030.0,2022
25209,甲賀市,132414.0,43247.0,2022
25210,野洲市,84204.0,24156.0,2022
25211,湖南市,84698.0,27215.0,2022
25212,高島市,58738.0,20240.0,2022
25213,東近江市,167138.0,54024.0,2022
25214,米原市,61051.0,17798.0,2022
25383,日野町,29403.0,9945.0,2022
25384,竜王町,18904.0,5674.0,2022
25425,愛荘町,30827.0,10116.0,2022
25441,豊郷町,8497.0,3028.0,2022
25442,甲良町,8009.0,2721.0,2022
25443,多賀町,10176.0,3339.0,2022
26000,京都府,4068762.0,1135829.0,2022
26100,京都市,2417508.0,634300.0,2022
26101,北区,,,2022
26102,上京区,,,2022
26103,左京区,,,2022
26104,中京区,,,2022
26105,東山区,,,2022
26106,下京区,,,2022
26107,南区,,,2022
26108,右京区,,,2022
26109,伏見区,,,2022
26110,山科区,,,2022
26111,西京区,,,2022
26201,福知山市,109202.0,35664.0,2022
26202,舞鶴市,112749.0,36449.0,2022
26203,綾部市,40179.0,14342.0,2022
26204,宇治市,279447.0,82791.0,2022
26205,宮津市,19852.0,7090.0,2022
26206,亀岡市,117771.0,38530.0,2022
26207,城陽市,105489.0,33804.0,2022
26208,向日市,96112.0,26036.0,2022
26209,長岡京市,144188.0,38035.0,2022
26210,八幡市,101320.0,31155.0,2022
26211,京田辺市,120493.0,31634.0,2022
26212,京丹後市,60130.0,22335.0,2022
26213,南丹市,36028.0,12731.0,2022
26214,木津川市,125179.0,34832.0,2022
26303,大山崎町,25320.0,7642.0,2022
26322,久御山町,22253.0,7028.0,2022
26343,井手町,9744.0,2948.0,2022
26344,宇治田原町,13147.0,4155.0,2022
26364,笠置町,1321.0,483.0,2022
26365,和束町,3922.0,1370.0,2022
26366,精華町,65082.0,16779.0,2022
26367,南山城村,2781.0,1039.0,2022
26407,京丹波町,14397.0,5308.0,2022
26463,伊根町,1859.0,752.0,2022
26465,与謝野町,23289.0,8597.0,2022
27000,大阪府,14605532.0,4005739.0,2022
27100,大阪市,4726727.0,1279773.0,2022
27102,都島区,,,2022
27103,福島区,,,2022
27104,此花区,,,2022
27106,西区,,,2022
27107,港区,,,2022
27108,大正区,,,2022
27109,天王寺区,,,2022
27111,浪速区,,,2022
27113,西淀川区,,,2022
27114,東淀川区,,,2022
27115,東成区,,,2022
27116,生野区,,,2022
27117,旭区,,,2022
27118,城東区,,,2022
27119,阿倍野区,,,2022
27120,住吉区,,,2022
27121,東住吉区,,,2022
27122,西成区,,,2022
27123,淀川区,,,2022
27124,鶴見区,,,2022
27125,住之江区,,,2022
27126,平野区,,,2022
27127,北区,,,2022
27128,中央区,,,2022
27140,堺市,1307170.0,363775.0,2022
27141,堺区,,,2022
27142,中区,,,2022
27143,東区,,,2022
27144,西区,,,2022
27145,南区,,,2022
27146,北区,,,2022
27147,美原区,,,2022
27202,岸和田市,270386.0,82600.0,2022
27203,豊中市,817301.0,186305.0,2022
27204,池田市,191894.0,48301.0,2022
27205,吹田市,797456.0,180820.0,2022
27206,泉大津市,112079.0,33211.0,2022
27207,高槻市,589286.0,161516.0,2022
27208,貝塚市,119781.0,36406.0,2022
27209,守口市,211664.0,64156.0,2022
27210,枚方市,648570.0,180655.0,2022
27211,茨木市,522772.0,134954.0,2022
27212,八尾市,406245.0,116393.0,2022
27213,泉佐野市,145602.0,44565.0,2022
27214,富田林市,166834.0,48134.0,2022
27215,寝屋川市,335398.0,100564.0,2022
27216,河内長野市,150530.0,45420.0,2022
27217,松原市,162372.0,49668.0,2022
27218,大東市,172920.0,53149.0,2022
27219,和泉市,284785.0,81267.0,2022
27220,箕面市,280501.0,62739.0,2022
27221,柏原市,102339.0,30542.0,2022
27222,羽曳野市,154195.0,47405.0,2022
27223,門真市,162865.0,52109.0,2022
27224,摂津市,141123.0,41500.0,2022
27225,高石市,92525.0,25570.0,2022
27226,藤井寺市,100798.0,28275.0,2022
27227,東大阪市,721719.0,215247.0,2022
27228,泉南市,71279.0,23903.0,2022
27229,四條畷市,83222.0,24454.0,2022
27230,交野市,125612.0,35554.0,2022
27231,大阪狭山市,100622.0,26256.0,2022
27232,阪南市,71732.0,22266.0,2022
27301,島本町,53975.0,14863.0,2022
27321,豊能町,27590.0,8654.0,2022
27322,能勢町,10930.0,4018.0,2022
27341,忠岡町,22828.0,7159.0,2022
27361,熊取町,64182.0,19113.0,2022
27362,田尻町,12304.0,3739.0,2022
27366,岬町,18949.0,6303.0,2022
27381,太子町,19052.0,5792.0,2022
27382,河南町,21373.0,6561.0,2022
27383,千早赤阪村,6048.0,2085.0,2022
28000,兵庫県,9268779.0,2494214.0,2022
28100,神戸市,2621146.0,688075.0,2022
28101,東灘区,,,2022
28102,灘区,,,2022
28105,兵庫区,,,2022
28106,長田区,,,2022
28107,須磨区,,,2022
28108,垂水区,,,2022
28109,北区,,,2022
28110,中央区,,,2022
28111,西区,,,2022
28201,姫路市,835039.0,240490.0,2022
28202,尼崎市,723653.0,213075.0,2022
28203,明石市,481761.0,139634.0,2022
28204,西宮市,1116860.0,225379.0,2022
28205,洲本市,55272.0,18145.0,2022
28206,芦屋市,313687.0,44941.0,2022
28207,伊丹市,334128.0,93791.0,2022
28208,相生市,37706.0,12141.0,2022
28209,豊岡市,100261.0,35054.0,2022
28210,加古川市,401642.0,120654.0,2022
28212,赤穂市,65452.0,20189.0,2022
28213,西脇市,52219.0,17576.0,2022
28214,宝塚市,459596.0,105075.0,2022
28215,三木市,104997.0,34365.0,2022
28216,高砂市,133486.0,39796.0,2022
28217,川西市,250515.0,69914.0,2022
28218,小野市,67111.0,22104.0,2022
28219,三田市,191162.0,52094.0,2022
28220,加西市,61501.0,19582.0,2022
28221,丹波篠山市,52316.0,17774.0,2022
28222,養父市,26082.0,9364.0,2022
28223,丹波市,81168.0,27869.0,2022
28224,南あわじ市,58114.0,19113.0,2022
28225,朝来市,36614.0,12904.0,2022
28226,淡路市,58553.0,17806.0,2022
28227,宍粟市,46109.0,15931.0,2022
28228,加東市,57260.0,18805.0,2022
28229,たつの市,102869.0,32895.0,2022
28301,猪名川町,46033.0,13336.0,2022
28365,多可町,24546.0,8680.0,2022
28381,稲美町,48334.0,13671.0,2022
28382,播磨町,50764.0,15540.0,2022
28442,市川町,14326.0,4993.0,2022
28443,福崎町,26600.0,8680.0,2022
28446,神河町,13325.0,4659.0,2022
28464,太子町,48893.0,15287.0,2022
28481,上郡町,17828.0,6280.0,2022
28501,佐用町,18066.0,6441.0,2022
28585,香美町,18902.0,6722.0,2022
28586,新温泉町,14883.0,5390.0,2022
29000,奈良県,2029320.0,577317.0,2022
29201,奈良市,608610.0,158192.0,2022
29202,大和高田市,82254.0,26521.0,2022
29203,大和郡山市,117308.0,36717.0,2022
29204,天理市,77702.0,25792.0,2022
29205,橿原市,180807.0,53416.0,2022
29206,桜井市,73060.0,23286.0,2022
29207,五條市,32892.0,11535.0,2022
29208,御所市,28513.0,9272.0,2022
29209,生駒市,224368.0,53775.0,2022
29210,香芝市,131664.0,34541.0,2022
29211,葛城市,50731.0,15600.0,2022
29212,宇陀市,31812.0,11136.0,2022
29322,山添村,3463.0,1317.0,2022
29342,平群町,26329.0,8114.0,2022
29343,三郷町,32526.0,9934.0,2022
29344,斑鳩町,41296.0,12268.0,2022
29345,安堵町,8275.0,3023.0,2022
29361,川西町,10903.0,3492.0,2022
29362,三宅町,8200.0,2731.0,2022
29363,田原本町,43187.0,13636.0,2022
29385,曽爾村,1290.0,480.0,2022
29386,御杖村,1182.0,467.0,2022
29401,高取町,7433.0,2530.0,2022
29402,明日香村,6593.0,2137.0,2022
29424,上牧町,29761.0,9213.0,2022
29425,王寺町,40100.0,11011.0,2022
29426,広陵町,59294.0,15020.0,2022
29427,河合町,27265.0,7520.0,2022
29441,吉野町,6643.0,2366.0,2022
29442,大淀町,20162.0,6898.0,2022
29443,下市町,5433.0,1884.0,2022
29444,黒滝村,627.0,238.0,2022
29446,天川村,1222.0,442.0,2022
29447,野迫川村,388.0,138.0,2022
29449,十津川村,3548.0,1139.0,2022
29450,下北山村,939.0,338.0,2022
29451,上北山村,639.0,216.0,2022
29452,川上村,1184.0,434.0,2022
29453,東吉野村,1718.0,548.0,2022
30000,和歌山県,1239742.0,391723.0,2022
30201,和歌山市,530021.0,154523.0,2022
30202,海南市,63937.0,20502.0,2022
30203,橋本市,79589.0,26424.0,2022
30204,有田市,32718.0,10743.0,2022
30205,御坊市,27952.0,9117.0,2022
30206,田辺市,92223.0,29923.0,2022
30207,新宮市,32683.0,11030.0,2022
30208,紀の川市,76613.0,25421.0,2022
30209,岩出市,75084.0,23964.0,2022
30304,紀美野町,8599.0,3164.0,2022
30341,かつらぎ町,18044.0,6202.0,2022
30343,九度山町,4399.0,1551.0,2022
30344,高野町,3200.0,1140.0,2022
30361,湯浅町,12402.0,4320.0,2022
30362,広川町,7301.0,2532.0,2022
30366,有田川町,32478.0,10502.0,2022
30381,美浜町,8465.0,2893.0,2022
30382,日高町,9804.0,3253.0,2022
30383,由良町,5719.0,2062.0,2022
30390,印南町,8864.0,3105.0,2022
30391,みなべ町,17826.0,5521.0,2022
30392,日高川町,10676.0,3729.0,2022
30401,白浜町,23042.0,8676.0,2022
30404,上富田町,20208.0,6897.0,2022
30406,すさみ町,3487.0,1364.0,2022
30421,那智勝浦町,14223.0,5374.0,2022
30422,太地町,2916.0,1154.0,2022
30424,古座川町,2071.0,836.0,2022
30427,北山村,499.0,160.0,2022
30428,串本町,14702.0,5641.0,2022
31000,鳥取県,710077.0,247066.0,2022
31201,鳥取市,246638.0,83619.0,2022
31202,米子市,212014.0,68785.0,2022
31203,倉吉市,55455.0,20103.0,2022
31204,境港市,42617.0,15427.0,2022
31302,岩美町,11952.0,4582.0,2022
31325,若桜町,2800.0,1181.0,2022
31328,智頭町,6058.0,2437.0,2022
31329,八頭町,17870.0,6984.0,2022
31364,三朝町,6042.0,2484.0,2022
31370,湯梨浜町,18981.0,7227.0,2022
31371,琴浦町,17887.0,7030.0,2022
31372,北栄町,16655.0,6428.0,2022
31384,日吉津村,5392.0,1726.0,2022
31386,大山町,16372.0,6291.0,2022
31389,南部町,11674.0,4549.0,2022
31390,伯耆町,12097.0,4470.0,2022
31401,日南町,4162.0,1605.0,2022
31402,日野町,2793.0,1109.0,2022
31403,江府町,2618.0,1029.0,2022
32000,島根県,890066.0,303588.0,2022
32201,松江市,294300.0,95107.0,2022
32202,浜田市,66766.0,23141.0,2022
32203,出雲市,247456.0,82916.0,2022
32204,益田市,55479.0,19490.0,2022
32205,大田市,37593.0,13961.0,2022
32206,安来市,45729.0,16504.0,2022
32207,江津市,26920.0,9838.0,2022
32209,雲南市,43302.0,15988.0,2022
32343,奥出雲町,12291.0,4700.0,2022
32386,飯南町,4330.0,1721.0,2022
32441,川本町,3292.0,1218.0,2022
32448,美郷町,4173.0,1589.0,2022
32449,邑南町,10726.0,3985.0,2022
32501,津和野町,6360.0,2553.0,2022
32505,吉賀町,6257.0,2331.0,2022
32525,海士町,2646.0,969.0,2022
32526,西ノ島町,3397.0,1236.0,2022
32527,知夫村,789.0,280.0,2022
32528,隠岐の島町,18259.0,6061.0,2022
33000,岡山県,2738045.0,858309.0,2022
33100,岡山市,1158870.0,333992.0,2022
33101,北区,,,2022
33102,中区,,,2022
33103,東区,,,2022
33104,南区,,,2022
33202,倉敷市,713645.0,221828.0,2022
33203,津山市,133015.0,44339.0,2022
33204,玉野市,72196.0,25270.0,2022
