area,name,taxable_income_million_yen,income_taxpayers,fiscal_year
33205,笠岡市,56804.0,20247.0,2022
33207,井原市,49299.0,16819.0,2022
33208,総社市,94539.0,31751.0,2022
33209,高梁市,34202.0,12094.0,2022
33210,新見市,33051.0,12043.0,2022
33211,備前市,39055.0,14037.0,2022
33212,瀬戸内市,46575.0,16342.0,2022
33213,赤磐市,54229.0,18960.0,2022
33214,真庭市,50275.0,18315.0,2022
33215,美作市,28088.0,10737.0,2022
33216,浅口市,41158.0,14717.0,2022
33346,和気町,15034.0,5590.0,2022
33423,早島町,18963.0,5788.0,2022
33445,里庄町,14665.0,5017.0,2022
33461,矢掛町,15832.0,5820.0,2022
33586,新庄村,901.0,333.0,2022
33606,鏡野町,15573.0,5267.0,2022
33622,勝央町,13372.0,4761.0,2022
33623,奈義町,7002.0,2505.0,2022
33643,西粟倉村,1492.0,556.0,2022
33663,久米南町,4701.0,1788.0,2022
33666,美咲町,14167.0,5243.0,2022
33681,吉備中央町,11342.0,4150.0,2022
34000,広島県,4420743.0,1309525.0,2022
34100,広島市,2097462.0,577095.0,2022
34101,中区,,,2022
34102,東区,,,2022
34103,南区,,,2022
34104,西区,,,2022
34105,安佐南区,,,2022
34106,安佐北区,,,2022
34107,安芸区,,,2022
34108,佐伯区,,,2022
34202,呉市,312354.0,97518.0,2022
34203,竹原市,29845.0,10418.0,2022
34204,三原市,124623.0,40254.0,2022
34205,尾道市,174917.0,57109.0,2022
34207,福山市,692131.0,215306.0,2022
34208,府中市,48213.0,16857.0,2022
34209,三次市,65175.0,22858.0,2022
34210,庄原市,38445.0,14033.0,2022
34211,大竹市,36727.0,12108.0,2022
34212,東広島市,311695.0,89974.0,2022
34213,廿日市市,175111.0,54977.0,2022
34214,安芸高田市,32641.0,11980.0,2022
34215,江田島市,26822.0,9421.0,2022
34302,府中町,91882.0,25907.0,2022
34304,海田町,48476.0,15003.0,2022
34307,熊野町,31375.0,10640.0,2022
34309,坂町,17819.0,5706.0,2022
34368,安芸太田町,6132.0,2250.0,2022
34369,北広島町,21571.0,7712.0,2022
34431,大崎上島町,7488.0,2607.0,2022
34462,世羅町,17549.0,6501.0,2022
34545,神石高原町,12289.0,3291.0,2022
35000,山口県,1931584.0,603748.0,2022
35201,下関市,336846.0,111519.0,2022
35202,宇部市,238607.0,72745.0,2022
35203,山口市,284452.0,89288.0,2022
35204,萩市,50586.0,18620.0,2022
35206,防府市,163739.0,53693.0,2022
35207,下松市,91580.0,26926.0,2022
35208,岩国市,182122.0,58209.0,2022
35210,光市,72666.0,22549.0,2022
35211,長門市,37807.0,13539.0,2022
35212,柳井市,41135.0,13036.0,2022
35213,美祢市,26896.0,9954.0,2022
35215,周南市,217328.0,64747.0,2022
35216,山陽小野田市,81979.0,27689.0,2022
35305,周防大島町,59036.0,5016.0,2022
35321,和木町,8162.0,2669.0,2022
35341,上関町,2270.0,800.0,2022
35343,田布施町,19743.0,6619.0,2022
35344,平生町,13835.0,4978.0,2022
35502,阿武町,2796.0,1152.0,2022
36000,徳島県,979489.0,310796.0,2022
36201,徳島市,392623.0,111954.0,2022
36202,鳴門市,72240.0,23716.0,2022
36203,小松島市,47127.0,15947.0,2022
36204,阿南市,96328.0,30301.0,2022
36205,吉野川市,44991.0,16180.0,2022
36206,阿波市,38132.0,13746.0,2022
36207,美馬市,31408.0,11307.0,2022
36208,三好市,25719.0,9418.0,2022
36301,勝浦町,5404.0,1947.0,2022
36302,上勝町,1233.0,476.0,2022
36321,佐那河内村,2127.0,821.0,2022
36341,石井町,31050.0,10796.0,2022
36342,神山町,3982.0,1649.0,2022
36368,那賀町,8079.0,2894.0,2022
36383,牟岐町,3675.0,1397.0,2022
36387,美波町,6052.0,2303.0,2022
36388,海陽町,8051.0,3155.0,2022
36401,松茂町,22131.0,6993.0,2022
36402,北島町,35963.0,10756.0,2022
36403,藍住町,50905.0,16074.0,2022
36404,板野町,15398.0,5390.0,2022
36405,上板町,12719.0,4592.0,2022
36468,つるぎ町,8055.0,2995.0,2022
36489,東みよし町,16099.0,5989.0,2022
37000,香川県,1401326.0,442877.0,2022
37201,高松市,679123.0,199266.0,2022
37202,丸亀市,160423.0,52069.0,2022
37203,坂出市,72858.0,23440.0,2022
37204,善通寺市,42222.0,14514.0,2022
37205,観音寺市,79350.0,26777.0,2022
37206,さぬき市,57494.0,20427.0,2022
37207,東かがわ市,32923.0,11888.0,2022
37208,三豊市,80630.0,28050.0,2022
37322,土庄町,15184.0,5676.0,2022
37324,小豆島町,15899.0,5945.0,2022
37341,三木町,36207.0,12199.0,2022
37364,直島町,5091.0,1514.0,2022
37386,宇多津町,30083.0,8874.0,2022
37387,綾川町,30165.0,10638.0,2022
37403,琴平町,10748.0,3743.0,2022
37404,多度津町,29477.0,10191.0,2022
37406,まんのう町,23451.0,7666.0,2022
38000,愛媛県,1762093.0,567755.0,2022
38201,松山市,719783.0,222270.0,2022
38202,今治市,198933.0,61670.0,2022
38203,宇和島市,81678.0,28140.0,2022
38204,八幡浜市,39410.0,13293.0,2022
38205,新居浜市,166320.0,51980.0,2022
38206,西条市,135815.0,45716.0,2022
38207,大洲市,46099.0,16629.0,2022
38210,伊予市,41338.0,14754.0,2022
38213,四国中央市,121912.0,39147.0,2022
38214,西予市,36444.0,13161.0,2022
38215,東温市,44230.0,13951.0,2022
38356,上島町,6266.0,2292.0,2022
38386,久万高原町,6905.0,2527.0,2022
38401,松前町,38001.0,12927.0,2022
38402,砥部町,22875.0,8391.0,2022
38422,内子町,15400.0,5826.0,2022
38442,伊方町,7972.0,2941.0,2022
38484,松野町,3050.0,1246.0,2022
38488,鬼北町,9645.0,3608.0,2022
38506,愛南町,20016.0,7286.0,2022
39000,高知県,885445.0,298676.0,2022
39201,高知市,479777.0,149480.0,2022
39202,室戸市,10397.0,4223.0,2022
39203,安芸市,17691.0,6840.0,2022
39204,南国市,60028.0,20636.0,2022
39205,土佐市,29460.0,10971.0,2022
39206,須崎市,22129.0,8006.0,2022
39208,宿毛市,21467.0,7694.0,2022
39209,土佐清水市,11301.0,4452.0,2022
39210,四万十市,39649.0,13864.0,2022
39211,香南市,40845.0,14620.0,2022
39212,香美市,27675.0,10052.0,2022
39301,東洋町,1900.0,714.0,2022
39302,奈半利町,2716.0,1048.0,2022
39303,田野町,2696.0,1024.0,2022
39304,安田町,2233.0,915.0,2022
39305,北川村,1231.0,482.0,2022
39306,馬路村,1172.0,420.0,2022
39307,芸西村,3770.0,1506.0,2022
39341,本山町,3757.0,1334.0,2022
39344,大豊町,2452.0,1076.0,2022
39363,土佐町,3673.0,1482.0,2022
39364,大川村,481.0,157.0,2022
39386,いの町,26368.0,9467.0,2022
39387,仁淀川町,4266.0,1671.0,2022
39401,中土佐町,5829.0,2228.0,2022
39402,佐川町,13319.0,5063.0,2022
39403,越知町,5250.0,1988.0,2022
39405,檮原町,3258.0,1204.0,2022
39410,日高村,4944.0,1968.0,2022
39411,津野町,5381.0,2104.0,2022
39412,四万十町,15372.0,5988.0,2022
39424,大月町,4024.0,1568.0,2022
39427,三原村,1308.0,543.0,2022
39428,黒潮町,9627.0,3888.0,2022
40000,福岡県,7658430.0,2289800.0,2022
40100,北九州市,1359366.0,411958.0,2022
40101,門司区,,,2022
40103,若松区,,,2022
40105,戸畑区,,,2022
40106,小倉北区,,,2022
40107,小倉南区,,,2022
40108,八幡東区,,,2022
40109,八幡西区,,,2022
40130,福岡市,2813187.0,755232.0,2022
40131,東区,,,2022
40132,博多区,,,2022
40133,中央区,,,2022
40134,南区,,,2022
40135,西区,,,2022
40136,城南区,,,2022
40137,早良区,,,2022
40202,大牟田市,129338.0,44067.0,2022
40203,久留米市,444755.0,133702.0,2022
40204,直方市,67602.0,23538.0,2022
40205,飯塚市,159045.0,53272.0,2022
40206,田川市,50767.0,18079.0,2022
40207,柳川市,75623.0,26537.0,2022
40210,八女市,73738.0,25397.0,2022
40211,筑後市,66083.0,22309.0,2022
40212,大川市,37928.0,13653.0,2022
40213,行橋市,100001.0,32538.0,2022
40214,豊前市,28765.0,10259.0,2022
40215,中間市,45310.0,16342.0,2022
40216,小郡市,94871.0,26789.0,2022
40217,筑紫野市,161415.0,48524.0,2022
40218,春日市,180148.0,51645.0,2022
40219,大野城市,168475.0,47763.0,2022
40220,宗像市,139234.0,43242.0,2022
40221,太宰府市,106738.0,32060.0,2022
40223,古賀市,83965.0,26911.0,2022
40224,福津市,96343.0,29563.0,2022
40225,うきは市,32490.0,11910.0,2022
40226,宮若市,29919.0,10963.0,2022
40227,嘉麻市,32876.0,12931.0,2022
40228,朝倉市,62255.0,22112.0,2022
40229,みやま市,40239.0,14591.0,2022
40230,糸島市,134034.0,43189.0,2022
40231,那珂川市,69680.0,21660.0,2022
40341,宇美町,47154.0,16115.0,2022
40342,篠栗町,44558.0,14289.0,2022
40343,志免町,67453.0,21026.0,2022
40344,須恵町,36687.0,12392.0,2022
40345,新宮町,56179.0,15083.0,2022
40348,久山町,12961.0,4035.0,2022
40349,粕屋町,78070.0,23416.0,2022
40381,芦屋町,17165.0,5747.0,2022
40382,水巻町,33398.0,11740.0,2022
40383,岡垣町,40448.0,13310.0,2022
40384,遠賀町,24164.0,8345.0,2022
40401,小竹町,7757.0,2846.0,2022
40402,鞍手町,16735.0,6130.0,2022
40421,桂川町,14124.0,5283.0,2022
40447,筑前町,37630.0,13201.0,2022
40448,東峰村,1788.0,675.0,2022
40503,大刀洗町,19382.0,6914.0,2022
40522,大木町,16876.0,6128.0,2022
40544,広川町,24398.0,8615.0,2022
40601,香春町,10220.0,3879.0,2022
40602,添田町,8245.0,3149.0,2022
40604,糸田町,7844.0,2933.0,2022
40605,川崎町,12671.0,5043.0,2022
40608,大任町,4661.0,1762.0,2022
40609,赤村,2519.0,987.0,2022
40610,福智町,20008.0,7628.0,2022
40621,苅田町,54451.0,17577.0,2022
40625,みやこ町,20109.0,7519.0,2022
40642,吉富町,8152.0,2910.0,2022
40646,上毛町,8439.0,3103.0,2022
40647,築上町,19995.0,7284.0,2022
41000,佐賀県,1070147.0,360690.0,2022
41201,佐賀市,339149.0,105215.0,2022
41202,唐津市,141061.0,49367.0,2022
41203,鳥栖市,110900.0,34958.0,2022
41204,多久市,20106.0,7703.0,2022
41205,伊万里市,65716.0,23641.0,2022
41206,武雄市,58583.0,20712.0,2022
41207,鹿島市,32891.0,12296.0,2022
41208,小城市,59009.0,20332.0,2022
41209,嬉野市,29663.0,10852.0,2022
41210,神埼市,40107.0,14096.0,2022
41327,吉野ヶ里町,22919.0,7678.0,2022
41341,基山町,23854.0,8126.0,2022
41345,上峰町,13020.0,4491.0,2022
41346,みやき町,31772.0,11286.0,2022
41387,玄海町,6219.0,2239.0,2022
41401,有田町,21260.0,8221.0,2022
41423,大町町,6319.0,2408.0,2022
41424,江北町,12743.0,4362.0,2022
41425,白石町,26566.0,9649.0,2022
41441,太良町,8290.0,3058.0,2022
42000,長崎県,1648894.0,558526.0,2022
42201,長崎市,547016.0,176049.0,2022
42202,佐世保市,310193.0,105039.0,2022
42203,島原市,45053.0,16885.0,2022
42204,諫早市,176118.0,59076.0,2022
42205,大村市,133491.0,43885.0,2022
42207,平戸市,29848.0,11393.0,2022
42208,松浦市,22502.0,8783.0,2022
42209,対馬市,35586.0,11660.0,2022
42210,壱岐市,23823.0,9070.0,2022
42211,五島市,36992.0,13531.0,2022
42212,西海市,26927.0,10670.0,2022
42213,雲仙市,42589.0,16463.0,2022
42214,南島原市,39208.0,15733.0,2022
42307,長与町,63244.0,18606.0,2022
42308,時津町,38351.0,12779.0,2022
42321,東彼杵町,7739.0,3085.0,2022
42322,川棚町,15466.0,5786.0,2022
42323,波佐見町,15092.0,6111.0,2022
42383,小値賀町,1986.0,772.0,2022
42391,佐々町,17907.0,6248.0,2022
42411,新上五島町,19762.0,6902.0,2022
43000,熊本県,2274218.0,747957.0,2022
43100,熊本市,1114968.0,334422.0,2022
43101,中央区,,,2022
43102,東区,,,2022
43103,西区,,,2022
43104,南区,,,2022
43105,北区,,,2022
43202,八代市,146924.0,51657.0,2022
43203,人吉市,34617.0,12311.0,2022
43204,荒尾市,56109.0,20519.0,2022
43205,水俣市,24243.0,9088.0,2022
43206,玉名市,76197.0,26853.0,2022
43208,山鹿市,52541.0,20226.0,2022
43210,菊池市,53540.0,19451.0,2022
43211,宇土市,42731.0,15507.0,2022
43212,上天草市,25772.0,9466.0,2022
43213,宇城市,65551.0,24224.0,2022
43214,阿蘇市,28004.0,10520.0,2022
43215,天草市,77752.0,28927.0,2022
43216,合志市,88261.0,27888.0,2022
43348,美里町,8401.0,3357.0,2022
43364,玉東町,5288.0,1988.0,2022
43367,南関町,8883.0,3480.0,2022
43368,長洲町,16716.0,6245.0,2022
43369,和水町,9213.0,3506.0,2022
43403,大津町,50927.0,16638.0,2022
43404,菊陽町,71757.0,20451.0,2022
43423,南小国町,3783.0,1497.0,2022
43424,小国町,6593.0,2577.0,2022
43425,産山村,1239.0,485.0,2022
43428,高森町,5835.0,2299.0,2022
43432,西原村,8296.0,2872.0,2022
43433,南阿蘇村,10290.0,3816.0,2022
43441,御船町,18155.0,6895.0,2022
43442,嘉島町,13365.0,4440.0,2022
43443,益城町,39973.0,14016.0,2022
43444,甲佐町,9870.0,3885.0,2022
43447,山都町,11775.0,4635.0,2022
43468,氷川町,11935.0,4515.0,2022
43482,芦北町,14187.0,5510.0,2022
43484,津奈木町,3743.0,1578.0,2022
43501,錦町,10881.0,4241.0,2022
43505,多良木町,9513.0,3547.0,2022
43506,湯前町,3243.0,1372.0,2022
43507,水上村,1819.0,715.0,2022
43510,相良村,3734.0,1489.0,2022
43511,五木村,1047.0,396.0,2022
43512,山江村,3047.0,1231.0,2022
43513,球磨村,2187.0,917.0,2022
43514,あさぎり町,14786.0,5915.0,2022
43531,苓北町,6527.0,2390.0,2022
44000,大分県,1459198.0,487804.0,2022
44201,大分市,710185.0,219135.0,2022
44202,別府市,138116.0,47483.0,2022
44203,中津市,107340.0,36702.0,2022
44204,日田市,72530.0,26543.0,2022
44205,佐伯市,74224.0,27026.0,2022
44206,臼杵市,39721.0,14910.0,2022
44207,津久見市,18906.0,6454.0,2022
44208,竹田市,18909.0,7287.0,2022
44209,豊後高田市,24397.0,8957.0,2022
44210,杵築市,28564.0,11131.0,2022
44211,宇佐市,63489.0,22358.0,2022
44212,豊後大野市,34548.0,13085.0,2022
44213,由布市,39860.0,14146.0,2022
44214,国東市,26861.0,10416.0,2022
44322,姫島村,1686.0,593.0,2022
44341,日出町,35520.0,12367.0,2022
44461,九重町,8102.0,3160.0,2022
44462,玖珠町,16241.0,6051.0,2022
45000,宮崎県,1316779.0,457312.0,2022
45201,宮崎市,555170.0,178764.0,2022
45202,都城市,192517.0,68742.0,2022
45203,延岡市,144590.0,50737.0,2022
45204,日南市,57525.0,20356.0,2022
45205,小林市,46940.0,17763.0,2022
45206,日向市,71669.0,25519.0,2022
45207,串間市,16678.0,6404.0,2022
45208,西都市,29540.0,11824.0,2022
45209,えびの市,17452.0,6727.0,2022
45341,三股町,30311.0,11007.0,2022
45361,高原町,8499.0,3352.0,2022
45382,国富町,18731.0,7547.0,2022
45383,綾町,6655.0,2714.0,2022
45401,高鍋町,23605.0,8817.0,2022
45402,新富町,19124.0,7361.0,2022
45403,西米良村,1236.0,444.0,2022
45404,木城町,4485.0,1880.0,2022
45405,川南町,16955.0,6348.0,2022
45406,都農町,10153.0,3917.0,2022
45421,門川町,19104.0,7329.0,2022
45429,諸塚村,1529.0,550.0,2022
45430,椎葉村,2542.0,882.0,2022
45431,美郷町,4224.0,1713.0,2022
45441,高千穂町,11375.0,4258.0,2022
45442,日之影町,3167.0,1217.0,2022
45443,五ヶ瀬町,3003.0,1140.0,2022
46000,鹿児島県,1953179.0,663761.0,2022
46201,鹿児島市,855919.0,266684.0,2022
46203,鹿屋市,119775.0,41793.0,2022
46204,枕崎市,20947.0,7821.0,2022
46206,阿久根市,18650.0,7278.0,2022
46208,出水市,57189.0,21318.0,2022
46210,指宿市,39329.0,15263.0,2022
46213,西之表市,15522.0,5742.0,2022
46214,垂水市,13397.0,5142.0,2022
46215,薩摩川内市,112129.0,38535.0,2022
46216,日置市,51349.0,19095.0,2022
46217,曽於市,31848.0,12625.0,2022
46218,霧島市,157404.0,53410.0,2022
46219,いちき串木野市,28282.0,10612.0,2022
46220,南さつま市,31926.0,12475.0,2022
46221,志布志市,31790.0,11817.0,2022
46222,奄美市,48358.0,16759.0,2022
46223,南九州市,32708.0,12837.0,2022
46224,伊佐市,24173.0,9489.0,2022
46225,姶良市,93410.0,32642.0,2022
46303,三島村,501.0,140.0,2022
46304,十島村,867.0,241.0,2022
46392,さつま町,21386.0,7538.0,2022
46404,長島町,11610.0,3861.0,2022
46452,湧水町,8184.0,3261.0,2022
46468,大崎町,12728.0,4660.0,2022
46482,東串良町,6100.0,2342.0,2022
46490,錦江町,5663.0,2231.0,2022
46491,南大隅町,5144.0,2146.0,2022
46492,肝付町,12936.0,4996.0,2022
46501,中種子町,7594.0,2821.0,2022
46502,南種子町,5828.0,2039.0,2022
46505,屋久島町,11882.0,4351.0,2022
46523,大和村,1163.0,488.0,2022
46524,宇検村,1614.0,602.0,2022
46525,瀬戸内町,8924.0,3187.0,2022
46527,龍郷町,5839.0,2229.0,2022
46529,喜界町,6133.0,2274.0,2022
46530,徳之島町,9920.0,3491.0,2022
46531,天城町,4098.0,1657.0,2022
46532,伊仙町,4278.0,1791.0,2022
46533,和泊町,6466.0,2294.0,2022
46534,知名町,5863.0,2114.0,2022
46535,与論町,4352.0,1670.0,2022
47000,沖縄県,1833097.0,605391.0,2022
47201,那覇市,454376.0,136298.0,2022
47205,宜野湾市,137358.0,42464.0,2022
47207,石垣市,58750.0,20472.0,2022
47208,浦添市,158031.0,50351.0,2022
47209,名護市,69185.0,25465.0,2022
47210,糸満市,65524.0,24329.0,2022
47211,沖縄市,173492.0,56597.0,2022
47212,豊見城市,83988.0,27692.0,2022
47213,うるま市,128815.0,47557.0,2022
47214,宮古島市,63823.0,21932.0,2022
47215,南城市,46120.0,17611.0,2022
47301,国頭村,4101.0,1680.0,2022
47302,大宜味村,2378.0,986.0,2022
47303,東村,1371.0,554.0,2022
47306,今帰仁村,7281.0,2970.0,2022
47308,本部町,10871.0,4494.0,2022
47311,恩納村,12782.0,4597.0,2022
47313,宜野座村,6278.0,2505.0,2022
47314,金武町,12754.0,4560.0,2022
47315,伊江村,3659.0,1429.0,2022
47324,読谷村,48097.0,16780.0,2022
47325,嘉手納町,18613.0,5244.0,2022
47326,北谷町,40231.0,11619.0,2022
47327,北中城村,24336.0,7294.0,2022
47328,中城村,27693.0,9036.0,2022
47329,西原町,41617.0,14542.0,2022
47348,与那原町,23595.0,8291.0,2022
47350,南風原町,50925.0,17297.0,2022
47353,渡嘉敷村,855.0,327.0,2022
47354,座間味村,960.0,336.0,2022
47355,粟国村,637.0,240.0,2022
47356,渡名喜村,364.0,131.0,2022
47357,南大東村,2069.0,567.0,2022
47358,北大東村,1096.0,321.0,2022
47359,伊平屋村,1125.0,413.0,2022
47360,伊是名村,1207.0,488.0,2022
47361,久米島町,7213.0,2692.0,2022
47362,八重瀬町,33580.0,12462.0,2022
47375,多良間村,972.0,346.0,2022
47381,竹富町,4335.0,1660.0,2022
47382,与那国町,2637.0,762.0,2022
